Order ID,Order Date,Order Mode,Customer ID,City,Postal Code,Country,Region,Product ID,Product Name,Sub-Category,Sales,Cost Price,Quantity,Discount,Revenue,Profit, Category,Segment
RWC-124510,2025-02-10,In-Store,RV066355,Weston,GU32,England,South East,01JZ3NCEZ4MJHM8CT3CAHK2ZQK,Digital Wireless Camera,Cameras,201.41,60.997,1,0.05,201.41,140.413,Home Security,Home Security
HFU-275656,2025-01-28,Online,CN044542,Langley,SG4,England,East of England,01JZ3NR6WWA2CDB744ASX0QPDK,Kids' Educational Tablet,Tablets for Kids,131.41,52.996,3,0.13,394.23,235.242,Electronics,Electronics
HDG-394302,2025-01-24,In-Store,ES011889,Brampton,NR34,,East of England,01JZ3NCFFCT0PQ3RXHXNVD01JC,Natural Fruit Snacks,Healthy Snacks,5.41,2.197,18,0.12,97.38,57.834,Food,Snacks
DZL-531107,2025-02-13,Online,IT060395,Aberdeen,AB39,Scotland,Scotland,01JZ3NTK0PF89ZMV5TTW1QK36S,Basil Lemonade,Herbal Beverages,4.41,2.196,2,0,8.82,4.428,Food,Beverages
WUU-183556,2025-02-05,In-Store,MJ019298,Marston,ST20,England,West Midlands,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,Oversized Denim Shirt,Casual Shirts,51.41,20.996,8,0.07,411.28,243.312,Clothing,Shirts
RGB-098795,2025-02-04,Online,TP022524,Sutton,RH5,England,South East,01JZ3NCAS1QFX4034BPHYKD7NK,Portable Camping Stove,Camping Equipment,51.41,15.997,4,0.12,205.64,141.652,Outdoor,Outdoor
RGB-098795,2025-02-04,Online,TP022524,Sutton,RH5,England,South East,01JZ3NCAS1QFX4034BPHYKD7NK,Portable Camping Stove,Camping Equipment,51.41,15.997,4,0.12,205.64,141.652,Outdoor,Outdoor
JWL-443647,2025-03-26,In-Store,IA056476,Norton,S8,England,East Midlands,01JZ3NSXFNNKZ42D4KCN7Y9GSJ,Green Smoothie Mix,Health Drinks,7.41,3.396,13,0.1,96.33,52.182,,
JWL-443647,2025-03-26,In-Store,IA056476,Norton,S8,England,Yorkshire and the Humber,01JZ3NSXFNNKZ42D4KCN7Y9GSJ,Green Smoothie Mix,Health Drinks,7.41,3.396,13,0.1,96.33,52.182,,
ICK-292107,2025-02-19,Online,YE056156,Liverpool,L74,England,North West,01JZ3NSZRCYMVJVKVQRQAB7ASZ,Ice Cube Tray with Lid,Ice Cube Trays,12.41,5.396,10,0.19,124.1,70.14,Kitchen,Kitchen
ICK-292107,2025-02-19,Online,YE056156,Liverpool,L74,England,North West,01JZ3NSZRCYMVJVKVQRQAB7ASZ,Ice Cube Tray with Lid,Ice Cube Trays,12.41,5.396,10,0.19,124.1,70.14,Kitchen,Kitchen
LYV-888086,2025-02-24,In-Store,PC066841,London,EC3M,England,London,01JZ3NR6EKR983FPJPE9RF3ND5,Multi-Purpose Plant Care Tool,Garden Tools,26.41,10.996,6,0.13,158.46,92.484,Garden,Garden
LYV-888086,2025-02-24,In-Store,PC066841,London,EC3M,England,London,01JZ3NR6EKR983FPJPE9RF3ND5,Multi-Purpose Plant Care Tool,Garden Tools,26.41,10.996,6,0.13,158.46,92.484,Garden,Garden
LYV-888086,2025-02-24,In-Store,PC066841,London,EC3M,England,London,01JZ3NR6EKR983FPJPE9RF3ND5,Multi-Purpose Plant Care Tool,Garden Tools,26.41,10.996,6,0.13,158.46,92.484,Garden,Garden
LYV-888086,2025-02-24,In-Store,PC066841,London,EC3M,England,London,01JZ3NR6EKR983FPJPE9RF3ND5,Multi-Purpose Plant Care Tool,Garden Tools,26.41,10.996,6,0.13,158.46,92.484,Garden,Garden
LYV-888086,2025-02-24,In-Store,PC066841,London,EC3M,England,London,01JZ3NR6EKR983FPJPE9RF3ND5,Multi-Purpose Plant Care Tool,Garden Tools,26.41,10.996,6,0.13,158.46,92.484,Garden,Garden
LYV-888086,2025-02-24,In-Store,PC066841,London,EC3M,England,London,01JZ3NR6EKR983FPJPE9RF3ND5,Multi-Purpose Plant Care Tool,Garden Tools,26.41,10.996,6,0.13,158.46,92.484,Garden,Garden
ZAS-686423,2025-01-07,Online,XB095293,Thorpe,BD23,England,Yorkshire & the Humber,01JZ3NCA3JNK3N2STPPV4FAQ80,Compressible Packing Cubes,Travel Accessories,31.41,9.997,5,0.14,157.05,107.065,Travel,Travel
ZJR-232336,2025-03-30,In-Store,HC025261,Pentre,SY4,Wales,Wales,01JZ3NCA3XEVGABACM6PABXMVS,Rainbow Veggie Chips,Healthy Snacks,4.71,1.987,17,0.09,80.07,46.291,Food,Snacks
UHX-132351,2025-02-17,Online,EC073665,London,SW1E,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Frozen Meals,10.41,3.697,17,0.18,176.97,114.121,Food,Frozen Food
UHX-132351,2025-02-17,Online,EC073665,London,SW1E,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Frozen Meals,10.41,3.697,17,0.18,176.97,114.121,Food,Frozen Food
UHX-132351,2025-02-17,Online,EC073665,London,SW1E,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Frozen Meals,10.41,3.697,17,0.18,176.97,114.121,Food,Frozen Food
UHX-132351,2025-02-17,Online,EC073665,London,SW1E,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Frozen Meals,10.41,3.697,17,0.18,176.97,114.121,Food,Frozen Food
UHX-132351,2025-02-17,Online,EC073665,London,SW1E,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Frozen Meals,10.41,3.697,17,0.18,176.97,114.121,Food,Frozen Food
UHX-132351,2025-02-17,Online,EC073665,London,SW1E,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Frozen Meals,10.41,3.697,17,0.18,176.97,114.121,Food,Frozen Food
KKY-011673,2025-02-13,In-Store,IK076547,Whitchurch,BS14,England,South West,01JZ3NR3ZG1QNMJW0X08450BA0,Peach Halves (canned),Canned Fruits,3.91,1.996,9,0.07,35.19,17.226,Food,Canned Goods
WKM-691604,2025-03-09,Online,LV083814,Church End,N3,England,East of England,01JZ3NR7JM899NW17YX91S4EW0,Laundry Detergent,Household Supplies,14.41,6.196,16,0.03,230.56,131.424,Food,Household
WKM-691604,2025-03-09,Online,LV083814,Church End,N3,England,London,01JZ3NR7JM899NW17YX91S4EW0,Laundry Detergent,Household Supplies,14.41,6.196,16,0.03,230.56,131.424,Food,Household
PHC-650744,2025-01-22,In-Store,HL006234,London,WC2H,England,London,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Cooking Tools & Utensils,26.41,10.996,19,0,501.79,292.866,Kitchen,Kitchen
PHC-650744,2025-01-22,In-Store,HL006234,London,WC2H,England,London,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Cooking Tools & Utensils,26.41,10.996,19,0,501.79,292.866,Kitchen,Kitchen
PHC-650744,2025-01-22,In-Store,HL006234,London,WC2H,England,London,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Cooking Tools & Utensils,26.41,10.996,19,0,501.79,292.866,Kitchen,Kitchen
PHC-650744,2025-01-22,In-Store,HL006234,London,WC2H,England,London,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Cooking Tools & Utensils,26.41,10.996,19,0,501.79,292.866,Kitchen,Kitchen
PHC-650744,2025-01-22,In-Store,HL006234,London,WC2H,England,London,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Cooking Tools & Utensils,26.41,10.996,19,0,501.79,292.866,Kitchen,Kitchen
PHC-650744,2025-01-22,In-Store,HL006234,London,WC2H,England,London,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Cooking Tools & Utensils,26.41,10.996,19,0,501.79,292.866,Kitchen,Kitchen
LYD-257892,2025-02-03,Online,OI064452,Preston,PR1,England,North West,01JZ3NR2F3SXYKD10H6CDHR16S,Tuscan Bean Soup,Soups & Broths,3.91,1.996,20,0.17,78.2,38.28,Food,Canned Goods
CXN-099850,2025-03-04,In-Store,XW060260,Halton,LS9,England,Yorkshire & the Humber,01JZ3NT56PV7E8E25VAQHV3M4D,Portable Hammock with Stand,Camping Equipment,71.41,28.996,10,0.17,714.1,424.14,Outdoor,Outdoor
QWE-213670,2025-03-13,Online,XW065274,Kingston,DT10,England,South West,01JZ3NR848MR60K9R4D5B78F2T,Homestyle Chicken Noodle Soup,Soups & Broths,4.41,2.196,17,0.12,74.97,37.638,Food,Canned Goods
IMV-224819,2025-01-15,In-Store,KI039617,Liverpool,L33,England,North West,01JZ3NC9RVVD2Q59Q4S0F56Y3S,Electric Wax Warmer,Home Fragrance & Accessories,24.41,7.897,13,0.1,317.33,214.669,Home,Home
IMV-224819,2025-01-15,In-Store,KI039617,Liverpool,L33,England,North West,01JZ3NC9RVVD2Q59Q4S0F56Y3S,Electric Wax Warmer,Home Fragrance & Accessories,24.41,7.897,13,0.1,317.33,214.669,Home,Home
MUT-456091,2025-03-27,Online,AC082690,Whitwell,DL10,England,Yorkshire & the Humber,01JZ3NR54TYRJAE0REVD7DTTP5,Smart Wi-Fi Camera,Home Security,91.41,36.996,10,0.12,914.1,544.14,Smart Home,Smart Home
MMG-632603,2025-02-08,In-Store,IO007481,Brampton,NR34,England,East of England,01JZ3NR73MTRDH62EDCCC8RD9M,Inflatable Party Cooler,Outdoor Accessories,21.41,8.996,14,0.18,299.74,173.796,Outdoor,Outdoor
CQX-762953,2025-03-24,Online,CX034161,Newton,NG34,England,Scotland,01JZ3NTBTTPZKZ6WJWNQ6MB013,Wireless Gaming Mouse,Gaming Accessories,41.41,16.996,1,0.12,41.41,24.414,Gaming,Gaming
CQX-762953,2025-03-24,Online,CX034161,Newton,NG34,England,East Midlands,01JZ3NTBTTPZKZ6WJWNQ6MB013,Wireless Gaming Mouse,Gaming Accessories,41.41,16.996,1,0.12,41.41,24.414,Gaming,Gaming
QDL-008374,2025-03-05,In-Store,VN077787,London,WC2H,England,London,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,2,0,8.82,4.428,Food,Frozen Foods
QDL-008374,2025-03-05,In-Store,VN077787,London,WC2H,England,London,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,2,0,8.82,4.428,Food,Frozen Foods
QDL-008374,2025-03-05,In-Store,VN077787,London,WC2H,England,London,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,2,0,8.82,4.428,Food,Frozen Foods
QDL-008374,2025-03-05,In-Store,VN077787,London,WC2H,England,London,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,2,0,8.82,4.428,Food,Frozen Foods
QDL-008374,2025-03-05,In-Store,VN077787,London,WC2H,England,London,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,2,0,8.82,4.428,Food,Frozen Foods
QDL-008374,2025-03-05,In-Store,VN077787,London,WC2H,England,London,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,2,0,8.82,4.428,Food,Frozen Foods
PCI-267528,2025-02-01,Online,KX038689,Burnside,EH52,Scotland,Scotland,01JZ3NCGS0QP766SVRA5B6KN0S,Sweet BBQ Dipping Sauce,Marinades and Sauces,4.91,2.047,10,0.15,49.1,28.63,Food,Condiments
YNB-640698,2025-01-30,In-Store,SV087663,Milton,NG22,England,East Midlands,01JZ3NCH1WYQH46ANGEVPSXQN8,Bicycle Lock,Accessories,31.41,9.997,7,0.18,219.87,149.891,Bicycles,Bicycles
YNB-640698,2025-01-30,In-Store,SV087663,Milton,NG22,England,Scotland,01JZ3NCH1WYQH46ANGEVPSXQN8,Bicycle Lock,Accessories,31.41,9.997,7,0.18,219.87,149.891,Bicycles,Bicycles
WNW-442881,2025-03-29,Online,GT094069,Newtown,RG20,England,South East,01JZ3NT8WWGJQBAC3MR3NZHYY1,Cauliflower Pizza Crust,Frozen Pizza Crusts,7.41,3.396,13,0.15,96.33,52.182,Food,Frozen Foods
GPI-120057,2025-02-21,In-Store,ZR069261,Denton,M34,England,North West,01JZ3NR3C4HBQGK74DAKRS4YJV,Sliced Ham,Processed Meats,6.91,3.196,16,0,110.56,59.424,Food,Meat
NZH-511284,2025-01-27,Online,YG065949,Glasgow,G4,Scotland,Scotland,01JZ3NR2636X7KVN84BQPBH7YC,Fitness Mat,Fitness Accessories,51.41,20.996,13,0.03,668.33,395.382,Fitness,Fitness
QFR-425465,2025-02-01,In-Store,KF020921,Sutton,RH5,England,South East,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,4,0.09,165.64,97.656,Garden,Garden
QFR-425465,2025-02-01,In-Store,KF020921,Sutton,RH5,England,South East,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,4,0.09,165.64,97.656,Garden,Garden
VSW-604522,2025-02-06,Online,DP081891,Edinburgh,EH9,Scotland,Scotland,01JZ3NR32W3ZWK5GQRMRXC6TJT,Compact Shoe Rack,Home Furnishings,36.41,14.996,14,0.02,509.74,299.796,Home,Home
MKT-132002,2025-02-25,In-Store,IU068896,Langley,SG4,England,East of England,01JZ3NCFX2468YPNRF3YMTWRV4,Cold Brew Coffee Concentrate,Coffee,9.41,3.397,10,0.15,94.1,60.13,Food,Beverages
TJY-633862,2025-03-18,Online,OX028733,Manchester,M14,England,North West,01JZ3NRA3XSB3YN395Q3NAB5RQ,Interchangeable Watch Bands,Watches,26.41,10.996,5,0.05,132.05,77.07,Accessories,Accessories
YNV-015349,2025-01-17,In-Store,HL006234,Bradford,BD7,England,Yorkshire & the Humber,01JZ3NCB1MJ1T0QH0KVWTCZP4C,Canvas High-Top Sneakers,Casual Footwear,51.41,15.997,18,0.07,925.38,637.434,Clothing,Footwear
TBD-134217,2025-02-09,Online,PV023147,Kinloch,PH43,Scotland,Scotland,01JZ3NR49D4YS94DVS7Y2E0SZ3,Magnetic Whiteboard,Office Supplies,36.41,14.996,3,0,109.23,64.242,Office,Office
PKE-405429,2025-03-18,In-Store,EO027251,Whitchurch,BS14,England,South West,01JZ3NR4BS6GR54TE3SR52JT5B,Chocolate Chip Muffins,Muffins,5.41,2.596,11,0.06,59.51,30.954,Food,Bakery
MFK-463529,2025-01-19,Online,DE053807,London,EC1V,England,London,01JZ3NTKQVNV3JQFH1890HZEPJ,Zucchini Noodle Pasta,Pasta Alternatives,5.41,2.596,14,0.02,75.74,39.396,Food,Vegetables
MFK-463529,2025-01-19,Online,DE053807,London,EC1V,England,London,01JZ3NTKQVNV3JQFH1890HZEPJ,Zucchini Noodle Pasta,Pasta Alternatives,5.41,2.596,14,0.02,75.74,39.396,Food,Vegetables
MFK-463529,2025-01-19,Online,DE053807,London,EC1V,England,London,01JZ3NTKQVNV3JQFH1890HZEPJ,Zucchini Noodle Pasta,Pasta Alternatives,5.41,2.596,14,0.02,75.74,39.396,Food,Vegetables
MFK-463529,2025-01-19,Online,DE053807,London,EC1V,England,London,01JZ3NTKQVNV3JQFH1890HZEPJ,Zucchini Noodle Pasta,Pasta Alternatives,5.41,2.596,14,0.02,75.74,39.396,Food,Vegetables
MFK-463529,2025-01-19,Online,DE053807,London,EC1V,England,London,01JZ3NTKQVNV3JQFH1890HZEPJ,Zucchini Noodle Pasta,Pasta Alternatives,5.41,2.596,14,0.02,75.74,39.396,Food,Vegetables
MFK-463529,2025-01-19,Online,DE053807,London,EC1V,England,London,01JZ3NTKQVNV3JQFH1890HZEPJ,Zucchini Noodle Pasta,Pasta Alternatives,5.41,2.596,14,0.02,75.74,39.396,Food,Vegetables
WOG-166945,2025-01-29,In-Store,MQ028717,Preston,PR1,England,North West,01JZ3NTN2CVFC57QTXD9F0AS8F,High-Speed HDMI Cable,Cables & Accessories,14.41,6.196,20,0.2,288.2,164.28,Electronics,Electronics
AFW-435012,2025-01-26,Online,VQ012259,Burnside,EH52,Scotland,Scotland,01JZ3NSZTGKZ5KSVYGV7RNN1ZJ,Thermostatic Shower Valve Kit,Shower Fixtures,41.41,16.996,14,0.16,579.74,341.796,Bathroom,Bathroom
QEF-722676,2025-01-17,In-Store,OF068322,Aston,TF6,England,West Midlands,01JZ3NRAQMWJDY6JCDKQT3Q90F,Ginger Tea,Herbal Tea,6.41,2.996,7,0.14,44.87,23.898,Food,Beverages
HDP-201240,2025-03-04,Online,XQ042731,Horton,BS37,England,South West,01JZ3NTFA3Y0KC1YQXTC6Z0RZJ,Self-Watering Planter,Planters,26.41,10.996,11,0.07,290.51,169.554,Garden,Garden
BPK-734314,2025-02-11,In-Store,ON076441,Bristol,BS41,England,South West,01JZ3NSZ2PHJS11APMCF0WSF94,Air Fryer,Small Appliances,81.41,32.996,2,0.16,162.82,96.828,Kitchen,Kitchen
JJP-878282,2025-01-30,Online,BT027523,Whitchurch,BS14,England,South West,01JZ3NCBFH0RF0DKWCKWMTE847,Over-The-Door Shoe Organizer,Home Organization,27.41,8.797,17,0.19,465.97,316.421,Home,Home
LZJ-802064,2025-03-16,In-Store,PC066841,Swindon,SN1,England,South West,01JZ3NCGQX2FRHVQH38DBR32BE,Portable Refrigerator Freezer,Camping Equipment,301.41,90.997,17,0.18,5123.97,3577.021,Outdoor,Outdoor
COD-837937,2025-02-27,Online,FV080737,Norton,NN11,England,East Midlands,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,17,0.13,74.97,37.638,Food,Frozen Foods
COD-837937,2025-02-27,Online,FV080737,Norton,NN11,England,Yorkshire and the Humber,01JZ3NTKNXP3HJD0X5H9B7VHVE,Asian Stir-Fry Vegetables,Frozen Vegetables,4.41,2.196,17,0.13,74.97,37.638,Food,Frozen Foods
WYS-572537,2025-01-13,In-Store,UG081307,Whitchurch,BS14,England,South West,01JZ3NCBKK548X74R5E8EN8JCP,Stainless Steel Water Pitcher,Drinkware,41.41,12.997,3,0.19,124.23,85.239,Kitchen,Kitchen
QMI-733097,2025-02-25,Online,FR010822,Swindon,SN1,England,South West,01JZ3NCBDNPX0E32472V2XS7NK,Silicone Baking Mats,Baking Accessories,21.41,6.997,7,0,149.87,100.891,Kitchen,Kitchen
XRJ-742969,2025-01-25,In-Store,QC015889,East End,BH21,England,North West,01JZ3NCGN4M2ZQYAPPP0Z43TWG,Athletic Compression Tights,Sports Apparel,41.41,12.997,12,0.19,496.92,340.956,Clothing,Activewear
CGZ-785835,2025-01-21,Online,FQ012040,Tullich,AB55,Scotland,Scotland,01JZ3NR78T607XN8MYTVSVSVAR,Peach Mango Smoothie Mix,Smoothies,7.41,3.396,14,0.07,103.74,56.196,Food,Beverages
HZF-787768,2025-01-19,In-Store,RU014698,Norton,NN11,England,East Midlands,01JZ3NCF34ETHKWAN4PG26BSZ7,Adjustable Pet Feeder,Pet Feeding Supplies,41.41,12.997,17,0.11,703.97,483.021,Pets,Pets
HZF-787768,2025-01-19,In-Store,RU014698,Norton,NN11,England,Yorkshire and the Humber,01JZ3NCF34ETHKWAN4PG26BSZ7,Adjustable Pet Feeder,Pet Feeding Supplies,41.41,12.997,17,0.11,703.97,483.021,Pets,Pets
RAE-997633,2025-02-03,Online,MU027586,Brampton,NR34,England,East of England,01JZ3NCFDG6SSX97HGC6A35N7A,Sesame Ginger Dressing,Dressing,5.51,2.227,15,0.12,82.65,49.245,Food,Condiments
SAI-299505,2025-02-26,In-Store,OR048214,London,SW1E,England,London,01JZ3NCF2BEE914G4J9TPM5JTG,Carrot Sticks,Vegetable Snacks,3.91,1.747,11,0.12,43.01,23.793,Food,Produce
SAI-299505,2025-02-26,In-Store,OR048214,London,SW1E,England,London,01JZ3NCF2BEE914G4J9TPM5JTG,Carrot Sticks,Vegetable Snacks,3.91,1.747,11,0.12,43.01,23.793,Food,Produce
SAI-299505,2025-02-26,In-Store,OR048214,London,SW1E,England,London,01JZ3NCF2BEE914G4J9TPM5JTG,Carrot Sticks,Vegetable Snacks,3.91,1.747,11,0.12,43.01,23.793,Food,Produce
SAI-299505,2025-02-26,In-Store,OR048214,London,SW1E,England,London,01JZ3NCF2BEE914G4J9TPM5JTG,Carrot Sticks,Vegetable Snacks,3.91,1.747,11,0.12,43.01,23.793,Food,Produce
SAI-299505,2025-02-26,In-Store,OR048214,London,SW1E,England,London,01JZ3NCF2BEE914G4J9TPM5JTG,Carrot Sticks,Vegetable Snacks,3.91,1.747,11,0.12,43.01,23.793,Food,Produce
SAI-299505,2025-02-26,In-Store,OR048214,London,SW1E,England,London,01JZ3NCF2BEE914G4J9TPM5JTG,Carrot Sticks,Vegetable Snacks,3.91,1.747,11,0.12,43.01,23.793,Food,Produce
QZU-222217,2025-03-03,Online,ZJ097568,Newton,IV1,Scotland,Scotland,01JZ3NR8GG6661J0S2TJDRFAG6,Craft Beer Mustard,Mustards,5.41,2.596,7,0.04,37.87,19.698,Food,Condiments
QZU-222217,2025-03-03,Online,ZJ097568,Newton,IV1,Scotland,East Midlands,01JZ3NR8GG6661J0S2TJDRFAG6,Craft Beer Mustard,Mustards,5.41,2.596,7,0.04,37.87,19.698,Food,Condiments
SFI-764769,2025-01-09,In-Store,YG065949,Church End,CB4,England,East of England,01JZ3NTBT6Q3PZTDN5F4W6G2VE,Collapsible Storage Crates,Home Organization,20.41,8.596,9,0.11,183.69,106.326,Home,Home
SFI-764769,2025-01-09,In-Store,YG065949,Church End,CB4,England,London,01JZ3NTBT6Q3PZTDN5F4W6G2VE,Collapsible Storage Crates,Home Organization,20.41,8.596,9,0.11,183.69,106.326,Home,Home
CBT-211408,2025-02-27,Online,QV089026,Wirral,CH48,England,North West,01JZ3NRA7VZYA3N6FRCF6TC3DJ,Ready-to-Eat Chili,Chili,4.41,2.196,3,0.02,13.23,6.642,Food,Soups
NQH-348759,2025-03-26,In-Store,YD055268,Pentre,SY4,Wales,Wales,01JZ3NC9ETTP8QPZ6WJZWSBZRF,Lentils,Legumes,4.41,1.897,3,0.08,13.23,7.539,Food,Grains
FYV-922068,2025-02-06,Online,IZ050669,Sutton,RH5,England,South East,01JZ3NT49THG4AVAGNEB6BR78E,Teriyaki Chicken Wings,Frozen Meals,12.41,5.396,3,0.13,37.23,21.042,Food,Frozen Food
FYV-922068,2025-02-06,Online,IZ050669,Sutton,RH5,England,South East,01JZ3NT49THG4AVAGNEB6BR78E,Teriyaki Chicken Wings,Frozen Meals,12.41,5.396,3,0.13,37.23,21.042,Food,Frozen Food
MWJ-270583,2025-02-28,In-Store,LZ016012,Manchester,M14,England,North West,01JZ3NCH6KDDRC206MBKX8BY60,Recipe Book Stand,Kitchen Accessories,24.41,7.897,10,0.2,244.1,165.13,Kitchen,Kitchen
DTD-823384,2025-01-02,Online,OK062011,Norton,S8,England,East Midlands,01JZ3NR39VFZ49AG2DR66SQHN1,Crispy Chickpeas,Healthy Snacks,4.41,2.196,1,0.17,4.41,2.214,Food,Snacks
DTD-823384,2025-01-02,Online,OK062011,Norton,S8,England,Yorkshire and the Humber,01JZ3NR39VFZ49AG2DR66SQHN1,Crispy Chickpeas,Healthy Snacks,4.41,2.196,1,0.17,4.41,2.214,Food,Snacks
YVO-359550,2025-02-05,In-Store,ZU044069,Upton,WF9,England,East Midlands,01JZ3NR0GA9A32V3K74C4VGSQW,Raspberry Tart,Pies and Tarts,6.91,3.196,9,0.09,62.19,33.426,Food,Baked Goods
YVO-359550,2025-02-05,In-Store,ZU044069,Upton,WF9,England,Yorkshire & the Humber,01JZ3NR0GA9A32V3K74C4VGSQW,Raspberry Tart,Pies and Tarts,6.91,3.196,9,0.09,62.19,33.426,Food,Baked Goods
ZAG-690279,2025-03-12,Online,BS041004,Leeds,LS6,England,Yorkshire & the Humber,01JZ3NTDCG21Y0NJWF49GNJBFW,Smart Plant Monitor,Garden Technology,26.41,10.996,17,0.19,448.97,262.038,Garden,Garden
KBD-123850,2025-01-27,In-Store,CI029431,London,SW1E,England,London,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,11,0.06,455.51,268.554,Garden,Garden
KBD-123850,2025-01-27,In-Store,CI029431,London,SW1E,England,London,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,11,0.06,455.51,268.554,Garden,Garden
KBD-123850,2025-01-27,In-Store,CI029431,London,SW1E,England,London,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,11,0.06,455.51,268.554,Garden,Garden
KBD-123850,2025-01-27,In-Store,CI029431,London,SW1E,England,London,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,11,0.06,455.51,268.554,Garden,Garden
KBD-123850,2025-01-27,In-Store,CI029431,London,SW1E,England,London,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,11,0.06,455.51,268.554,Garden,Garden
KBD-123850,2025-01-27,In-Store,CI029431,London,SW1E,England,London,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden Tools,41.41,16.996,11,0.06,455.51,268.554,Garden,Garden
NLT-617034,2024-10-05,Online,GL088865,Kinloch,PH43,Scotland,Scotland,01JZ3N5920TAB9V7DN8CPA74TT,Teriyaki Chicken Stir-Fry,Frozen Meal Kits,6.99,2.097,16,0,111.84,78.288,Food,Frozen Foods
HRK-952725,2024-10-07,In-Store,DN065667,Stapleford,LN6,England,East Midlands,01JZ3N58N7TYTVCXRRQM9SS6C6,Tennis Racket,Racquet Sports Equipment,89.99,26.997,1,0.22,89.99,62.993,Fitness,Fitness
ZEE-999047,2024-08-29,Online,PH007244,Ford,GL54,England,South West,01JZ3N5AQTPM3TRV8Z5X8TJD1Y,Chocolate Avocado Pudding,Healthy Desserts,4.99,1.497,17,0.31,84.83,59.381,Food,Desserts
XUH-315957,2024-10-01,In-Store,AK052576,West End,DN36,England,East Midlands,01JZ3NC5C38QCSKF4QZ99H1B6V,Strawberry Fruit Spread,Spreads,3.59,1.077,13,0.14,46.67,32.669,Food,Jams & Jellies
EPX-586560,2024-11-20,Online,WH063347,Upton,WF9,England,East Midlands,01JZ3NC7Y2NZG6MZB0K4DA427J,Almond Flour Brownies,Mixes,5.99,1.797,2,0.24,11.98,8.386,Food,Baking
EPX-586560,2024-11-20,Online,WH063347,Upton,WF9,England,Yorkshire & the Humber,01JZ3NC7Y2NZG6MZB0K4DA427J,Almond Flour Brownies,Mixes,5.99,1.797,2,0.24,11.98,8.386,Food,Baking
PVE-486005,2024-08-05,In-Store,UZ041116,Sutton,CT15,,South East,01JZ3NC54PM7TR91GSFXWQ57GP,Handmade Leather Journal,Journals,39.99,11.997,14,0.32,559.86,391.902,Books,Books
PVE-486005,2024-08-05,In-Store,UZ041116,Sutton,CT15,,South East,01JZ3NC54PM7TR91GSFXWQ57GP,Handmade Leather Journal,Journals,39.99,11.997,14,0.32,559.86,391.902,Books,Books
BJI-614201,2024-05-21,Online,UQ033256,Merton,SW19,England,London,01JZ3N58A6AQ492JM2MA5ZRPA1,Camera Lens Cleaning Kit,Camera Accessories,14.99,4.497,15,0.05,224.85,157.395,Photography,Photography
